mode,month,dtrip,dtrip_y2,expansion_factor,draw,state
fh,11,0,0,1,14,DE
pr,11,0,0,1,14,DE
sh,11,0,0,1,14,DE
fh,12,0,0,1,14,DE
pr,12,0,0,1,14,DE
sh,12,0,0,1,14,DE
fh,1,0,0,1,15,DE
pr,1,0,0,1,15,DE
sh,1,0,0,1,15,DE
fh,2,0,0,1,15,DE
pr,2,0,0,1,15,DE
sh,2,0,0,1,15,DE
fh,3,0,0,1,15,DE
pr,3,0,0,1,15,DE
sh,3,0,0,1,15,DE
fh,4,39.78656244277954,39.78656244277954,1,15,DE
pr,4,0,0,1,15,DE
sh,4,7122.690216064453,7122.690216064453,1,15,DE
fh,5,91.00243747234344,95.88104546070099,1.0536096,15,DE
pr,5,8654.935619354248,9780.215747833252,1.130016,15,DE
sh,5,2338.815673828125,2212.570724487305,.94602185,15,DE
fh,6,1002.920722961426,923.7827453613281,.92109251,15,DE
pr,6,184260.0219726563,178349.25,.96792156,15,DE
sh,6,11691.72523498535,10672.72860717773,.91284466,15,DE
fh,7,2289.036445617676,2289.036445617676,1,15,DE
pr,7,62456.04266357422,62456.04266357422,1,15,DE
sh,7,18840.6142578125,18840.6142578125,1,15,DE
fh,8,491.1952266693115,491.1952266693115,1,15,DE
pr,8,54804.40026855469,54804.40026855469,1,15,DE
sh,8,52500.68151855469,52500.68151855469,1,15,DE
fh,9,131.1572189331055,134.9405303001404,1.0288457,15,DE
pr,9,24634.02600097656,24504.96728515625,.99476093,15,DE
sh,9,35357.900390625,33612.81005859375,.95064497,15,DE
fh,10,247.9973340034485,272.1170816421509,1.0972581,15,DE
pr,10,14374.95135498047,16230.11987304688,1.1290556,15,DE
sh,10,11556.43188476563,13334.34448242188,1.1538461,15,DE
fh,11,0,0,1,15,DE
pr,11,0,0,1,15,DE
sh,11,0,0,1,15,DE
fh,12,0,0,1,15,DE
pr,12,0,0,1,15,DE
sh,12,0,0,1,15,DE
fh,1,0,0,1,16,DE
pr,1,0,0,1,16,DE
sh,1,0,0,1,16,DE
fh,2,0,0,1,16,DE
pr,2,0,0,1,16,DE
sh,2,0,0,1,16,DE
fh,3,0,0,1,16,DE
pr,3,0,0,1,16,DE
sh,3,0,0,1,16,DE
fh,4,9.583032846450806,9.583032846450806,1,16,DE
pr,4,2419.111999511719,2419.111999511719,1,16,DE
sh,4,10089.80598449707,10089.80598449707,1,16,DE
fh,5,71.60205268859863,70.07741045951843,.97870672,16,DE
pr,5,12303.31433105469,14060.9306640625,1.1428572,16,DE
sh,5,4374.814926147461,4550.720626831055,1.0402087,16,DE
fh,6,1166.913557052612,1123.568447113037,.96285492,16,DE
pr,6,135484.1235351563,121015.9130859375,.89321101,16,DE
sh,6,14961.45973205566,16866.05657958984,1.1273001,16,DE
fh,7,1591.351387023926,1591.351387023926,1,16,DE
pr,7,87864.56506347656,87864.56506347656,1,16,DE
sh,7,24423.41290283203,24423.41290283203,1,16,DE
fh,8,753.9358911514282,753.9358911514282,1,16,DE
pr,8,68307.20654296875,68307.20654296875,1,16,DE
sh,8,42184.85083007813,42184.85083007813,1,16,DE
fh,9,162.3275499343872,163.2810101509094,1.0058737,16,DE
pr,9,20960.16564941406,20508.30142211914,.97844177,16,DE
sh,9,20068.41381835938,18634.95568847656,.9285714,16,DE
fh,10,112.7974238395691,114.5461435317993,1.0155032,16,DE
pr,10,8294.510437011719,8717.464721679688,1.0509921,16,DE
sh,10,9594.787902832031,11070.90911865234,1.1538461,16,DE
fh,11,0,0,1,16,DE
pr,11,0,0,1,16,DE
sh,11,0,0,1,16,DE
fh,12,0,0,1,16,DE
pr,12,0,0,1,16,DE
sh,12,0,0,1,16,DE
fh,1,0,0,1,17,DE
